randomindex,X,system.index,Aridity_Index,Biome,CHELSA_Annual_Mean_Temperature,CHELSA_Annual_Precipitation,CHELSA_Isothermality,CHELSA_Max_Temperature_of_Warmest_Month,CHELSA_Mean_Diurnal_Range,CHELSA_Mean_Temperature_of_Coldest_Quarter,CHELSA_Mean_Temperature_of_Driest_Quarter,CHELSA_Mean_Temperature_of_Warmest_Quarter,CHELSA_Mean_Temperature_of_Wettest_Quarter,CHELSA_Min_Temperature_of_Coldest_Month,CHELSA_Precipitation_Seasonality,CHELSA_Precipitation_of_Coldest_Quarter,CHELSA_Precipitation_of_Driest_Month,CHELSA_Precipitation_of_Driest_Quarter,CHELSA_Precipitation_of_Warmest_Quarter,CHELSA_Precipitation_of_Wettest_Month,CHELSA_Precipitation_of_Wettest_Quarter,CHELSA_Temperature_Annual_Range,CHELSA_Temperature_Seasonality,Depth_to_Water_Table,EarthEnvCloudCover_MODCF_interannualSD,EarthEnvCloudCover_MODCF_intraannualSD,EarthEnvCloudCover_MODCF_meanannual,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Eastness,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Northness,EarthEnvTopoMed_ProfileCurvature,EarthEnvTopoMed_Roughness,EarthEnvTopoMed_Slope,Human_Development_Percentage,Human_Disturbance,LandCoverClass_Cultivated_and_Managed_Vegetation,LandCoverClass_Urban_Builtup,SG_Absolute_depth_to_bedrock,SG_Clay_Content_0_100cm,SG_Coarse_fragments_0_100cm,SG_Sand_Content_0_100cm,SG_Silt_Content_0_100cm,SG_Soil_pH_H2O_0_100cm,WDPA,WorldClim2_SolarRadiation_AnnualMean,WorldClim2_WindSpeed_AnnualMean,cropland,grazing,index,info_coverage,leaf_habit,no_plots,pasture,rangeland,year,.geo,longitude,latitude
11946,11946,00000000000000002044_0,6860,Temperate broadleaf forests,46.512154,620.8675,210.76883,254.27803,90.330055,-119.90603,-108.98253,193.68399,192.87321,-174.29608,57.690163,57.95064,13,44.983547,268.95065,96.98354,289.9671,428.5741,11538.576,3.1296396,1042,727,5937,0.9933802,-0.083617404,-0.05811406,405,0.64421886,1.33E-05,14,1.6085521,15,0.26702547,15,0,5930.5034,15.401163,8.217426,54.31719,30.27245,62.37301,0,12470.167,3.3833332,3.8723168,5.362304,0,1,0.734946971,3,5.362304,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.7125,47.57083333333333]}",-94.7125,47.57083333
11947,11947,000000000000000020f6_0,7339,Temperate broadleaf forests,71.21693,781.04956,217.41357,276.40805,91.03475,-88.81894,-79.40971,214.80104,214.80104,-142.30891,51.074093,73,19,61,320.03342,114,320.03342,418.71695,11191.216,3.193449,1027,603,5783,-0.74053216,-0.38265422,-0.13570571,271.5,-0.24292657,-5.97E-05,8,0.43640274,81,0.50788057,81,0,4784.8496,12.622088,1.6605312,69.08526,18.184954,57.795902,0,12731.667,3.0333333,35.08567,42.092678,0,1,1.07367003,3,42.092678,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.92083333333333,45.454166666666666]}",-92.92083333,45.45416667
11948,11948,00000000000000002109_0,7731,Temperate broadleaf forests,134.3157,1045.834,263.6058,303.9178,89.64231,13.379595,23.532133,249.26506,166.47081,-36.144176,25.031353,159.99973,47,154.93369,259.98303,124.01673,350.98386,340.06198,8531.736,14.985383,1057,491,5492,-0.007160142,-0.35416073,0.033996474,390,0.029187951,-7.72E-06,34,2.6512265,38,0.2086625,38,0,1221.5067,24.142256,11.49887,21.432436,54.37515,56.20823,0,15031.083,3.2833333,24.84742,52.771996,0,1,6.912358857,3,52.771996,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.7875,36.97083333333333]}",-92.7875,36.97083333
11949,11949,00000000000000002167_0,8202,Temperate broadleaf forests,61.37346,822.4835,219.90285,264.69345,91.22865,-96.29381,-87.47228,202.96126,202.96126,-150.16544,48.822903,82.94981,20.01643,67.01613,330.75043,116.91662,330.75043,414.85892,11038.153,24.463139,1047,661,5969,0.17209591,-0.82030314,-0.6318697,407,-0.068202,0.000135901,24,2.0165012,15,0.32649562,15,0,2656.635,13.895578,8.26562,47.531868,38.517418,55.15442,0,12587.333,3.1083333,12.854575,41.30055,0,1,1.943728026,3,41.30055,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.39583333333333,45.645833333333336]}",-92.39583333,45.64583333
11950,11950,00000000000000002196_0,8653,Temperate broadleaf forests,36.05128,739.0987,214.25618,240.57751,91.211845,-127.85556,-118.43823,180.3919,179.72383,-185.13643,52.937862,73.96654,18,59.98327,299.04922,108.03286,310.06567,425.714,11322.12,3.7730663,945,700,6445,-0.24915943,-0.9594128,-0.6888373,455.5,-0.16837633,2.87E-05,9.5,0.922783,35,0.17673859,35,0,1436.7378,20.804705,13.452027,49.110844,30.005754,55.4267,0,12087.083,2.8416667,3.4749053,13.280748,0,1,5.124428324,1,13.280748,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.07083333333334,47.704166666666666]}",-92.07083333,47.70416667
11951,11951,000000000000000021b4_0,8939,Temperate broadleaf forests,186.36899,1352.6499,309.41037,324.4887,89.78113,83.583534,257.26483,279.63434,217.91054,34.320305,17.460852,385.93265,76.95015,256.85046,261.8836,134.96687,401.90036,290.16843,7179.7446,4.7927313,1146,565,5262,-0.44721308,0.8944274,0.5275225,29.5,-0.19352353,7.73E-06,10,0.7811967,4,0.34501532,4,0,2430.1377,25.851332,0.06722406,32.469967,41.67365,55.6055,0,15796.583,2.775,37.033615,6.23815,0,1,0.434027813,2,6.23815,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.9625,32.579166666666666]}",-91.9625,32.57916667
11952,11952,000000000000000021f8_0,10365,Temperate broadleaf forests,195.42212,1517.8508,340.8347,307.67007,85.25999,110.19769,168.36708,269.97043,267.96075,57.519516,11.027667,394.9836,104.98331,318.91702,426.94986,154.98329,447.96658,250.15056,5940.6045,3.7712226,1167,702,5576,-0.4201482,0.90457755,0.29611135,12,-0.15208225,1.82E-05,5,0.45694748,0,0.21665157,0,0,962.06805,41.62371,1.1945126,16.792286,41.636875,58.748795,0,16305.833,2.575,1.5726845,0,0,1,5.277290412,2,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.4125,30.270833333333336]}",-91.4125,30.27083333
11953,11953,000000000000000021fd_0,9000,Temperate broadleaf forests,49.080242,858.68005,215.85811,242.22581,85.25643,-100.88737,-94.60165,186.10889,182.91603,-152.73938,44.52236,95.85004,24.950106,80.85032,333.41458,117.81602,341.44833,394.96518,10552.459,28.54387,1003,698,6468,0.64260125,0.30824998,0.1133887,456,0.07005513,2.43E-05,13,1.1353235,0,0.0797333,0,0,1904.9504,11.822194,10.030595,54.605007,33.527863,52.557507,0,12301.583,3.1916666,1.2946559,6.3735466,0,1,4.283699256,2,6.3735466,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.32083333333334,46.32083333333333]}",-91.32083333,46.32083333
11954,11954,00000000000000002213_0,10691,Temperate broadleaf forests,202.04463,1602.1334,300.18054,303.02185,68.13308,121.42635,179.30338,273.26923,271.0767,76.04822,18.884735,395.0666,103,323.03345,520.99915,190.99973,539.0162,226.97362,5664.391,0,1112,694,5789,0.22882354,-0.70710623,-0.18238878,4,0.04608536,-1.50E-05,4,0.30781484,0,0.28715786,0,0,1318.2167,45.588425,7.74E-05,12.580315,41.756687,60.055004,0,16377.25,2.825,38.056396,9.15469,0,1,18.77309209,2,9.15469,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.0625,29.87916666666667]}",-91.0625,29.87916667
11955,11955,00000000000000002230_0,8461,Temperate broadleaf forests,147.57642,1146.8676,258.32443,315.59213,87.76562,23.911232,173.1257,262.5045,182.30539,-24.157482,15.845315,258.43317,75.11672,234.35045,250.36745,120.21646,354.6162,339.74963,8693.166,14.108583,1019,399,5632,-0.15849586,-0.83444965,0.16239293,144.5,0.019320859,-0.00012916,40,3.355873,40,0.36114794,40,0,1789.6027,18.945507,7.56715,26.88184,54.190987,53.216885,0,15105.417,3.1,5.45578,27.12636,0,1,3.240464548,3,27.12636,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.52083333333333,36.8375]}",-90.52083333,36.8375
11956,11956,000000000000000022f3_0,9430,Temperate broadleaf forests,145.93074,1269.9686,264.26727,306.0402,86.05359,27.659828,170.89125,255.67221,77.768845,-19.59071,15.940259,331.95023,76.01675,232.01677,279.00034,129.98358,366.9672,325.63092,8358.6455,5.8949485,1036,529,5928,0.57715994,-0.18016315,-0.08102201,186,0.13801135,5.88E-05,8,0.6562234,70,0.43679926,70,0,831.397,21.755386,1.4365629,14.215364,63.9317,53.49108,0,14639.75,3.2083333,44.218403,17.798134,0,1,3.240741014,2,17.798134,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.42916666666667,36.90416666666667]}",-87.42916667,36.90416667
11957,11957,000000000000000022fc_0,10116,Temperate broadleaf forests,157.62482,1462.4833,286.1623,299.6303,83.92697,52.60479,179.00594,255.59566,97.76893,6.3457365,20.249464,462.19998,75.89993,260.68307,311.5003,157.73334,463.2167,293.28458,7449.5547,26.22268,1116,569,5847,0.87185943,0.35968912,0.08360605,231.5,0.3089683,-2.16E-05,27.5,2.4204655,71,0.52993006,71,0,1423.0931,25.448618,4.5844483,29.62146,44.76855,55.271034,0,15306.667,2.9416666,45.425396,28.59456,0,1,0,2,28.59456,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.09583333333333,34.59583333333333]}",-87.09583333,34.59583333
11958,11958,00000000000000002317_0,8644,Temperate broadleaf forests,103.72961,1012.8161,240.4212,282.66333,85.293,-25.93147,-24.065104,226.0949,226.0949,-72.10152,24.260645,184.96678,46.99998,152.99994,336.94977,112.98325,336.94977,354.76486,9351.3125,3.4468563,1025,759,6428,0.6736449,-0.70710754,-0.2047739,250,0.2438799,-2.23E-05,7,0.36226156,83,0.58976835,83,0,4503.203,19.453884,3.149885,48.83777,31.775913,62.71367,0,13196.917,4.05,62.43089,26.264383,0,1,2.80701064,3,26.264383,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.1125,41.12083333333334]}",-86.1125,41.12083333
11961,11961,00000000000000002381_0,9490,Temperate broadleaf forests,133.3969,1289.904,271.207,286.4951,83.81141,23.344494,156.47981,237.35112,236.46526,-22.536095,15.5922785,320.86374,75.999176,246.06386,353.06305,140.96547,398.92984,309.03116,7923.859,39.681946,931,547,6381,-0.72868955,-0.072174326,-0.083165795,297,0.17942445,6.75E-05,84,5.219617,0,0.21266696,0,0,521.7333,21.819983,16.542036,32.83844,45.251415,53.118576,0,13910.917,2.1916666,0.57338893,19.492094,0,1,7.406226591,1,19.492094,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.5875,37.954166666666666]}",-82.5875,37.95416667
11962,11962,000000000000000023a2_0,8744,Temperate broadleaf forests,98.6964,1052.0004,225.19334,264.47665,73.60376,-22.561193,-22.561193,217.4517,214.04279,-62.370316,15.896416,193.96658,59.983288,193.96658,304.96713,111.000015,320.9836,326.84695,8851.818,13.210323,998,997,6966,-0.40386212,-0.5729989,-0.33391726,354.5,-0.21439336,-3.92E-05,10,0.7246248,40,0.5654134,40,0,1873.5453,22.760645,8.929614,30.840227,46.5851,57.652016,0,12848.5,4.25,23.946898,36.22078,0,1,0.26309376,3,36.22078,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.70416666666667,41.2875]}",-81.70416667,41.2875
11965,11965,00000000000000002565_0,11206,Temperate broadleaf forests,82.15634,1214.7563,240.23683,246.4464,77.97973,-35.059856,-35.059856,196.3643,193.4132,-78.14891,15.272886,228.96783,72.9838,228.96783,348.93546,124.984055,374.91873,324.5953,8533.923,72.80788,934,771,7311,0.34270287,-0.8209013,0.25270486,591,-0.031646412,6.01E-05,42,3.4703794,0,0.3570747,0,0,860.97217,18.483866,19.781998,36.229774,45.21868,46.22187,0,12668.167,3.6916666,2.2238202,1.0328842,0,1,10.18553121,2,1.0328842,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.65416666666667,41.49583333333334]}",-78.65416667,41.49583333
11967,11967,0000000000000000288a_0,10370,Temperate broadleaf forests,93.082954,1034.5288,237.9366,263.46204,80.344246,-28.24965,-28.24965,210.82396,208.66081,-74.208755,12.332957,201.97896,65.998566,201.97896,290.844,98.947815,291.8769,337.6708,8826.243,29.026022,923,628,7028,0.33007097,-0.943504,0.5772437,406,-0.07989642,5.80E-05,41,3.7649732,38,0.3377847,38,0,1354.3066,15.755616,12.465845,39.59866,44.49085,52.453312,0,12870.75,3.5583334,21.415678,4.7932544,0,1,0.882394057,1,4.7932544,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.6125,41.62916666666667]}",-75.6125,41.62916667
11969,11969,00000000000000002c2c_0,12133,Temperate broadleaf forests,71.09606,1423.676,178.26268,200.3383,49.53081,-36.844753,176.03773,176.03773,9.218936,-77.51459,18.300907,349.6649,85.9161,264.73157,264.73157,163.8659,463.63116,277.85287,7660.9976,43.716743,993,622,6060,0.08888926,-0.9875787,-0.7640606,70.5,0.07812523,0.000107249,20.5,1.9358692,0,0.27813557,0,0,1137.472,11.004348,14.372588,52.530586,36.55341,51.475716,0,12704.167,4.891667,5.352777,6.061738,0,1,6.248195615,3,6.061738,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.64583333333333,44.3875]}",-68.64583333,44.3875
11970,11970,0000000000000000383d_0,7900,Temperate broadleaf forests,110.4312,779.73267,336.4118,226.97865,70.519745,48.780533,180.80066,180.80226,61.571476,17.355345,17.242743,236.64928,51.900105,156.70003,156.70003,84.88309,249.64955,209.6233,4879.1304,36.493233,1079,425,7171,0.83662117,-0.10621494,-0.004086772,160,0.5457698,0.000107593,20,1.8576038,0,0.43306407,0,0,1230.4215,20.610794,15.383216,29.622097,49.78177,50.71762,0,11755.167,3.7333333,47.446198,22.510307,0,1,0.003353457,1,22.510307,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.9875000000000114,48.09583333333333]}",-0.9875,48.09583333
11972,11972,00000000000000003852_0,12203,Temperate broadleaf forests,130.93253,1207.0723,345.83414,265.21454,84.257576,59.849174,203.41187,210.50882,73.30852,21.57873,17.090033,356.9958,65.99972,220.99889,222.03206,124.9986,362.99606,243.6358,5499.578,34.2885,1179,627,6381,0.056791477,-0.4870747,0.35032636,297.5,0.22517112,0.00030583,28.5,2.5470963,80,0.46144772,80,0,1590.1244,26.14884,12.865043,31.679739,42.209904,58.60617,0,13092.417,2.875,37.349197,22.885746,0,1,0,1,22.885746,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.12916666666666288,43.479166666666664]}",-0.129166667,43.47916667
11973,11973,0000000000000000385d_0,6752,Temperate broadleaf forests,115.942505,778.6176,328.50296,243.44292,75.10339,46.948196,187.93103,193.76773,60.32915,14.819724,15.5861025,223.83371,53.983505,161.95052,161.98346,81.933586,244.81725,228.6232,5395.7974,51.13598,1219,559,6774,0.28967148,-0.91179067,-0.52383983,167.5,0.19230431,-3.55E-06,10,0.7533962,21,0.47968048,21,0,1643.6824,19.478434,13.480666,51.09166,29.44854,55.350346,0,12148.667,3.8833334,62.134563,19.407461,0,1,0,1,19.407461,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.42916666666667425,46.8375]}",0.429166667,46.8375
11974,11974,0000000000000000385f_0,8345,Temperate broadleaf forests,119.73805,964.5458,326.49155,248.69794,75.59932,49.05556,192.26414,197.9686,62.70364,17.147337,13.112835,282.84906,66.98299,207.91576,220.9155,104.9495,301.86523,231.5506,5455.38,9.505969,1182,551,6523,0.4529571,0.7097564,-0.43220004,216.5,0.32790142,9.12E-06,27,2.3680787,69,0.35407194,69,0,1671.0623,25.362263,14.052792,35.701756,38.9112,61.75505,0,12492.167,3.0416667,42.65307,24.64938,0,1,0,1,24.64938,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.5124999999999886,45.770833333333336]}",0.5125,45.77083333
11976,11976,0000000000000000395f_0,9794,Temperate broadleaf forests,83.13962,715.2215,211.59062,193.04126,42.94088,9.622809,52.41296,164.05246,105.975815,-9.90196,21.584137,133.03401,38.01674,126.03406,204.10126,77.03375,228.10126,202.9432,5624.1694,11.341328,1096,864,6815,0.00318706,-0.15574011,-0.18529475,30.5,-0.6335407,-6.24E-05,25.5,1.5173993,66,0.5845381,66,0,1632.7484,10.679759,8.260593,67.67696,21.647106,56.969185,0,9458.917,5.15,66.738075,2.7493172,0,1,19.25925827,1,2.7493172,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.595833333333331,56.87916666666666]}",9.595833333,56.87916667
11980,11980,00000000000000003a32_0,11298,Temperate broadleaf forests,59.54951,723.96265,235.9377,210.08238,66.01351,-36.387558,-12.709765,160.71872,77.69681,-69.70975,23.766798,135.96568,41.982983,129.98242,188.983,84.99974,242.98247,279.79214,7340.4326,16.879545,1077,604,6623,-0.8917012,-0.21256138,-0.16595794,153.5,-0.684265,-2.46E-05,15,1.1247046,18,0.5685978,18,0,495.80896,15.281775,11.270308,45.86282,38.76322,54.056366,0,9335.833,2.725,8.342243,8.613044,0,1,0,1,8.613044,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.587500000000006,59.545833333333334]}",11.5875,59.54583333
11982,11982,00000000000000003c08_0,7659,Temperate broadleaf forests,85.45935,684.2688,278.72345,243.78836,85.4291,-21.795017,-16.85664,189.77188,161.20232,-62.71306,15.859876,148.81685,43.950024,133.88353,158.88432,72.93347,214.80092,306.50143,7785.658,38.52414,1181,1408,6581,0.26798522,0.8950404,-0.03248919,786,0.012469422,-3.66E-06,100.5,8.36394,0,0.20291802,0,0,2017.7483,22.963005,10.610314,39.549915,37.511204,58.16458,0,13069.5,3.0666666,10.423855,5.1946077,0,1,0.802591383,1,5.1946077,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.979166666666657,44.12916666666667]}",21.97916667,44.12916667
11984,11984,00000000000000000052_0,10361,Temperate broadleaf forests,112.31117,1329.6117,232.3588,278.55286,76.15362,-4.327107,-4.327107,228.7525,228.7525,-49.188644,10.732273,267.14847,86.04958,267.14847,385.14874,132.04958,385.14874,327.7415,8572.717,31.362656,921,486,5881,-0.068698086,-0.7841931,0.12888825,132,0.19435424,-4.07E-05,56,4.7101,0,0.6128659,0,0,1145.2715,12.499578,11.095254,47.130913,40.12197,52.963165,0,13328,3.5166667,0,0,0,1,0.736372531,3,0,0,2014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.8125,41.1625]}",-73.8125,41.1625
11985,11985,0000000000000000007e_0,10824,Temperate broadleaf forests,108.78596,1181.0814,231.84909,274.66183,75.85323,-7.5925975,-7.5925975,225.09914,75.92243,-52.50458,8.853183,246.01619,79.01645,246.01619,303.04935,109.01645,318.0329,327.1664,8547.559,20.285902,993,295,6200,0.59131753,0.75040466,0.6005095,170.5,0.4262414,-3.01E-05,25,2.0538163,3,0.5325577,0,3,1298.3507,16.16443,9.809712,42.974056,40.681225,52.536053,0,13276.583,3.55,0.37250307,0.8939478,0,1,1.189054988,3,0.8939478,0,2014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.47916666666667,41.3125]}",-73.47916667,41.3125
11987,11987,000000000000000000ae_0,9709,Temperate broadleaf forests,35.2426,552.60254,341.8741,113.50304,52.003063,-13.795087,80.549965,80.549965,21.198534,-38.60876,27.877604,165.85075,29.000128,93.00014,93.00014,68.93379,205.81778,152.1118,3393.8135,37.79594,919,510,7380,0.4850136,-0.7636397,0.300965,547.5,-0.22677986,-0.001598918,154,13.384233,12,0.05685883,12,0,794.8657,18.923147,31.678732,52.663265,28.510025,62.361294,0,9989.25,6.725,0,0,0,1,0,1,0,0,2014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.12083333333334,-49.85416666666666]}",-73.12083333,-49.85416667
11994,11994,000000000000000000d3_0,8593,Temperate broadleaf forests,35.469997,463.27222,335.53055,118.89406,53.667984,-15.432419,83.88185,83.88185,20.682674,-41.0556,33.15139,147.385,21.050497,73.20136,73.20136,63.150684,180.4687,159.94966,3553.402,208.73175,958,421,7267,0.4721056,-0.88153595,0.34420565,645,-0.14501166,-0.000442022,225.5,20.324596,0,0.069465645,0,0,1180.767,17.167118,30.796968,52.89067,29.932682,60.26335,0,9696.667,6.6083336,0.190608,25.55179,0,1,0,1,0,25.55179,2014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.92083333333333,-49.14583333333334]}",-72.92083333,-49.14583333
11995,11995,000000000000000000d6_0,7595,Temperate broadleaf forests,31.253014,329.94385,342.51743,109.59636,52.59212,-19.197725,76.94253,76.94253,16.157331,-43.949497,30.895153,101.98118,16.983036,52.965824,52.965824,43.998947,128.01381,153.54585,3489.2122,7.2122884,904,386,6809,-0.7031107,0.62072635,-0.18671711,674,0.112253666,-0.000870965,156,13.8383045,0,0.065850854,0,0,1991.2268,20.00318,27.10751,45.83987,34.070366,63.170082,0,10032.167,7.133333,0.07688497,20.100136,0,1,0,1,20.100136,0,2014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.90416666666667,-50.40416666666667]}",-72.90416667,-50.40416667
11996,11996,000000000000000000e3_0,6882,Temperate broadleaf forests,37.963154,468.3601,335.68634,122.04682,54.07441,-13.546807,86.78866,86.78866,22.75346,-39.039318,32.57103,148.39816,22.049843,75.21578,75.21578,63.1821,182.53014,161.08615,3602.143,30.895899,1062,583,6464,-0.5053623,-0.86290145,0.16980368,676.5,0.10982834,-0.000163146,105,9.570075,0,0.07575311,0,0,1212.7694,17.112288,20.103348,53.603474,29.116852,61.974503,0,10540.75,6.5833335,0.23973358,1.8453273,0,1,0,1,1.8453273,0,2014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.84583333333333,-49.287499999999994]}",-72.84583333,-49.2875
11997,11997,00000000000000000e07_0,10527,Temperate broadleaf forests,126.6063,1163.9027,179.15747,279.4124,56.321606,1.6179274,4.783939,252.24069,252.24069,-34.956818,82.486176,82.95012,26.983467,80.98347,768.23596,272.20148,768.23596,314.36923,9025.893,0,941,1173,6013,-0.41438714,-0.4488418,0.3765712,26,0.20816188,-0.000292243,31.5,2.5559697,61,0.7481008,61,0,3246.9504,25.694351,10.730855,34.822403,39.503784,56.933952,0,14400.333,2.8583333,32.47685,1.1559683,0,1,0,1,1.1559683,0,2014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[126.41250000000002,36.770833333333336]}",126.4125,36.77083333
11998,11998,00000000000000000e08_0,10578,Temperate broadleaf forests,126.6322,1142.0286,180.25453,279.68292,56.769447,1.4515643,4.709534,252.34001,252.34001,-35.25751,83.59565,80.0668,26.03326,80.03326,759.9077,271.4366,759.9077,314.9404,9034.593,3.8733325,965,1160,5966,-0.6742567,0.7353369,0.0695361,20,-0.066078454,-0.000159955,34,2.7655919,57,0.77738875,57,0,3182.711,25.593925,10.626631,34.298923,40.028046,57.7507,0,14383.083,2.8416667,32.603294,0.67383564,0,1,0,1,0.67383564,0,2014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[126.42083333333335,36.770833333333336]}",126.4208333,36.77083333
11999,11999,00000000000000000e09_0,10578,Temperate broadleaf forests,126.6322,1142.0286,180.25453,279.68292,56.769447,1.4515643,4.709534,252.34001,252.34001,-35.25751,83.59565,80.0668,26.03326,80.03326,759.9077,271.4366,759.9077,314.9404,9034.593,3.8733325,965,1160,5966,-0.6742567,0.7353369,0.0695361,20,-0.066078454,-0.000159955,34,2.7655919,57,0.77738875,57,0,3182.711,25.593925,10.626631,34.298923,40.028046,57.7507,0,14383.083,2.8416667,32.603294,0.67383564,0,1,0,1,0.67383564,0,2014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[126.42083333333335,36.770833333333336]}",126.4208333,36.77083333
12000,12000,00000000000000000e0a_0,10578,Temperate broadleaf forests,126.6322,1142.0286,180.25453,279.68292,56.769447,1.4515643,4.709534,252.34001,252.34001,-35.25751,83.59565,80.0668,26.03326,80.03326,759.9077,271.4366,759.9077,314.9404,9034.593,3.8733325,965,1160,5966,-0.6742567,0.7353369,0.0695361,20,-0.066078454,-0.000159955,34,2.7655919,57,0.77738875,57,0,3182.711,25.593925,10.626631,34.298923,40.028046,57.7507,0,14383.083,2.8416667,32.603294,0.67383564,0,1,0,1,0.67383564,0,2014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[126.42083333333335,36.770833333333336]}",126.4208333,36.77083333
